Pop	Ind	Location	Grp	Type
SAB0423	SAB0423_010s	SAB	CT	CT_spat
SAB0423	SAB0423_011s	SAB	CT	CT_spat
SAB0423	SAB0423_012s	SAB	CT	CT_spat
SAB0423	SAB0423_013s	SAB	CT	CT_spat
SAB0423	SAB0423_014s	SAB	CT	CT_spat
SAB0423	SAB0423_015s	SAB	CT	CT_spat
SAB0423	SAB0423_016s	SAB	CT	CT_spat
SAB0423	SAB0423_017s	SAB	CT	CT_spat
SAB0423	SAB0423_018s	SAB	CT	CT_spat
SAB0423	SAB0423_019s	SAB	CT	CT_spat
SAB0423	SAB0423_020s	SAB	CT	CT_spat
SAB0423	SAB0423_021s	SAB	CT	CT_spat
SAB0423	SAB0423_022s	SAB	CT	CT_spat
SAB0423	SAB0423_023s	SAB	CT	CT_spat
SAB0423	SAB0423_024s	SAB	CT	CT_spat
SAB0423	SAB0423_025s	SAB	CT	CT_spat
SAB0423	SAB0423_026s	SAB	CT	CT_spat
SAB0423	SAB0423_027s	SAB	CT	CT_spat
SAB0423	SAB0423_028s	SAB	CT	CT_spat
SAB0423	SAB0423_029s	SAB	CT	CT_spat
SAB0423	SAB0423_030s	SAB	CT	CT_spat
SAB0423	SAB0423_031s	SAB	CT	CT_spat
SAB0423	SAB0423_032s	SAB	CT	CT_spat
SAB0423	SAB0423_033s	SAB	CT	CT_spat
SAB0423	SAB0423_035s	SAB	CT	CT_spat
SAB0423	SAB0423_036s	SAB	CT	CT_spat
SAB0423	SAB0423_037s	SAB	CT	CT_spat
SAB0423	SAB0423_038s	SAB	CT	CT_spat
SAB0423	SAB0423_039s	SAB	CT	CT_spat
SAB0423	SAB0423_040s	SAB	CT	CT_spat
SAB0423	SAB0423_041s	SAB	CT	CT_spat
SAB0423	SAB0423_042s	SAB	CT	CT_spat
SAB0423	SAB0423_043s	SAB	CT	CT_spat
SAB0423	SAB0423_044s	SAB	CT	CT_spat
SAB0423	SAB0423_045s	SAB	CT	CT_spat
SAB0423	SAB0423_046s	SAB	CT	CT_spat
SAB0423	SAB0423_047s	SAB	CT	CT_spat
SAB0423	SAB0423_048s	SAB	CT	CT_spat
SAB0423	SAB0423_049s	SAB	CT	CT_spat
SAB0423	SAB0423_050s	SAB	CT	CT_spat
SPT22s	SPT22s_001	SPT	CT	CT_spat
SPT22s	SPT22s_002	SPT	CT	CT_spat
SPT22s	SPT22s_003	SPT	CT	CT_spat
SPT22s	SPT22s_004	SPT	CT	CT_spat
SPT22s	SPT22s_005	SPT	CT	CT_spat
SPT22s	SPT22s_006	SPT	CT	CT_spat
SPT22s	SPT22s_007	SPT	CT	CT_spat
SPT22s	SPT22s_008	SPT	CT	CT_spat
SPT22s	SPT22s_009	SPT	CT	CT_spat
SPT22s	SPT22s_010	SPT	CT	CT_spat
SPT22s	SPT22s_011	SPT	CT	CT_spat
SPT22s	SPT22s_012	SPT	CT	CT_spat
SPT22s	SPT22s_013	SPT	CT	CT_spat
SPT22s	SPT22s_014	SPT	CT	CT_spat
SPT22s	SPT22s_015	SPT	CT	CT_spat
SPT22s	SPT22s_016	SPT	CT	CT_spat
SPT22s	SPT22s_017	SPT	CT	CT_spat
SPT22s	SPT22s_018	SPT	CT	CT_spat
SPT22s	SPT22s_019	SPT	CT	CT_spat
SPT22s	SPT22s_020	SPT	CT	CT_spat
SPT22s	SPT22s_021	SPT	CT	CT_spat
SPT22s	SPT22s_022	SPT	CT	CT_spat
SPT22s	SPT22s_023	SPT	CT	CT_spat
SPT22s	SPT22s_024	SPT	CT	CT_spat
SPT22s	SPT22s_025	SPT	CT	CT_spat
SPT22s	SPT22s_026	SPT	CT	CT_spat
SPT22s	SPT22s_027	SPT	CT	CT_spat
SPT22s	SPT22s_028	SPT	CT	CT_spat
SPT22s	SPT22s_029	SPT	CT	CT_spat
SPT22s	SPT22s_030	SPT	CT	CT_spat
SPT22s	SPT22s_031	SPT	CT	CT_spat
SPT22s	SPT22s_032	SPT	CT	CT_spat
SPT22s	SPT22s_033	SPT	CT	CT_spat
SPT22s	SPT22s_034	SPT	CT	CT_spat
SPT22s	SPT22s_035	SPT	CT	CT_spat
SPT22s	SPT22s_036	SPT	CT	CT_spat
SPT22s	SPT22s_037	SPT	CT	CT_spat
SPT22s	SPT22s_038	SPT	CT	CT_spat
SPT22s	SPT22s_039	SPT	CT	CT_spat
SPT22s	SPT22s_040	SPT	CT	CT_spat
SPT22s	SPT22s_041	SPT	CT	CT_spat
SPT22s	SPT22s_042	SPT	CT	CT_spat
SPT22s	SPT22s_043	SPT	CT	CT_spat
SPT22s	SPT22s_044	SPT	CT	CT_spat
SPT22s	SPT22s_045	SPT	CT	CT_spat
SPT22s	SPT22s_047	SPT	CT	CT_spat
SPT22s	SPT22s_048	SPT	CT	CT_spat
SPT22s	SPT22s_049	SPT	CT	CT_spat
SPT22s	SPT22s_050	SPT	CT	CT_spat
SPT22s	SPT22s_051	SPT	CT	CT_spat
SPT22s	SPT22s_052	SPT	CT	CT_spat
SPT22s	SPT22s_053	SPT	CT	CT_spat
SPT22s	SPT22s_054	SPT	CT	CT_spat
SPT22s	SPT22s_055	SPT	CT	CT_spat
SPT22s	SPT22s_056	SPT	CT	CT_spat
SPT22s	SPT22s_057	SPT	CT	CT_spat
SPT22s	SPT22s_058	SPT	CT	CT_spat
SPT22s	SPT22s_059	SPT	CT	CT_spat
SPT22s	SPT22s_060	SPT	CT	CT_spat
SPT22s	SPT22s_061	SPT	CT	CT_spat
SPT22s	SPT22s_062	SPT	CT	CT_spat
SPT22s	SPT22s_063	SPT	CT	CT_spat
SPT22s	SPT22s_064	SPT	CT	CT_spat
SPT22s	SPT22s_065	SPT	CT	CT_spat
SPT22s	SPT22s_066	SPT	CT	CT_spat
SPT22s	SPT22s_067	SPT	CT	CT_spat
SPT22s	SPT22s_068	SPT	CT	CT_spat
SPT22s	SPT22s_069	SPT	CT	CT_spat
SPT22s	SPT22s_070	SPT	CT	CT_spat
SPT22s	SPT22s_071	SPT	CT	CT_spat
SPT22s	SPT22s_072	SPT	CT	CT_spat
SPT22s	SPT22s_073	SPT	CT	CT_spat
SPT22s	SPT22s_074	SPT	CT	CT_spat
SPT22s	SPT22s_075	SPT	CT	CT_spat
SPT22s	SPT22s_076	SPT	CT	CT_spat
SPT22s	SPT22s_077	SPT	CT	CT_spat
SPT22s	SPT22s_078	SPT	CT	CT_spat
SPT22s	SPT22s_079	SPT	CT	CT_spat
SPT22s	SPT22s_080	SPT	CT	CT_spat
SPT22s	SPT22s_081	SPT	CT	CT_spat
SPT22s	SPT22s_082	SPT	CT	CT_spat
SPT22s	SPT22s_083	SPT	CT	CT_spat
SPT22s	SPT22s_084	SPT	CT	CT_spat
SPT22s	SPT22s_085	SPT	CT	CT_spat
SPT22s	SPT22s_086	SPT	CT	CT_spat
SPT22s	SPT22s_087	SPT	CT	CT_spat
SPT22s	SPT22s_088	SPT	CT	CT_spat
SPT22s	SPT22s_089	SPT	CT	CT_spat
SPT22s	SPT22s_090	SPT	CT	CT_spat
SPT22s	SPT22s_091	SPT	CT	CT_spat
SPT22s	SPT22s_092	SPT	CT	CT_spat
SPT22s	SPT22s_093	SPT	CT	CT_spat
SPT22s	SPT22s_094	SPT	CT	CT_spat
SPT22s	SPT22s_095	SPT	CT	CT_spat
SPT22s	SPT22s_096	SPT	CT	CT_spat
SPT22s	SPT22s_097	SPT	CT	CT_spat
SPT22s	SPT22s_098	SPT	CT	CT_spat
SPT22s	SPT22s_099	SPT	CT	CT_spat
SPT22s	SPT22s_100	SPT	CT	CT_spat
SPT22s	SPT22s_101	SPT	CT	CT_spat
SPT22s	SPT22s_102	SPT	CT	CT_spat
SPT22s	SPT22s_103	SPT	CT	CT_spat
SPT22s	SPT22s_104	SPT	CT	CT_spat
SPT22s	SPT22s_105	SPT	CT	CT_spat
SPT22s	SPT22s_106	SPT	CT	CT_spat
SPT22s	SPT22s_107	SPT	CT	CT_spat
SPT22s	SPT22s_108	SPT	CT	CT_spat
SPT22s	SPT22s_109	SPT	CT	CT_spat
SPT22s	SPT22s_110	SPT	CT	CT_spat
SPT22s	SPT22s_111	SPT	CT	CT_spat
SPT22s	SPT22s_112	SPT	CT	CT_spat
SPT22s	SPT22s_113	SPT	CT	CT_spat
SPT22s	SPT22s_114	SPT	CT	CT_spat
SPT22s	SPT22s_115	SPT	CT	CT_spat
SPT22s	SPT22s_116	SPT	CT	CT_spat
SPT22s	SPT22s_117	SPT	CT	CT_spat
SPT22s	SPT22s_118	SPT	CT	CT_spat
SPT22s	SPT22s_119	SPT	CT	CT_spat
SPT22s	SPT22s_120	SPT	CT	CT_spat
SPT22s	SPT22s_121	SPT	CT	CT_spat
SPT22s	SPT22s_122	SPT	CT	CT_spat
SPT22s	SPT22s_123	SPT	CT	CT_spat
SPT22s	SPT22s_124	SPT	CT	CT_spat
SPT22s	SPT22s_126	SPT	CT	CT_spat
SV0512a	SV0512a_001	East	East	East
SV0512a	SV0512a_002	East	East	East
SV0512a	SV0512a_003	East	East	East
SV0512a	SV0512a_005	East	East	East
SV0512a	SV0512a_006	East	East	East
SV0512a	SV0512a_007	East	East	East
SV0512a	SV0512a_008	East	East	East
SV0512a	SV0512a_009	East	East	East
SV0512a	SV0512a_010	East	East	East
SV0512a	SV0512a_011	East	East	East
SV0512a	SV0512a_012	East	East	East
SV0512a	SV0512a_013	East	East	East
SV0512a	SV0512a_014	East	East	East
SV0512a	SV0512a_015	East	East	East
SV0512a	SV0512a_016	East	East	East
SV0512a	SV0512a_017	East	East	East
SV0512a	SV0512a_018	East	East	East
SV0512a	SV0512a_019	East	East	East
SV0512a	SV0512a_020	East	East	East
SV0512a	SV0512a_021	East	East	East
SV0512a	SV0512a_022	East	East	East
SV0512a	SV0512a_023	East	East	East
SV0512a	SV0512a_024	East	East	East
SV0512a	SV0512a_025	East	East	East
SV1013a	SV1013a_002	East	East	East
SV1013a	SV1013a_003	East	East	East
SV1013a	SV1013a_004	East	East	East
SV1013a	SV1013a_005	East	East	East
SV1013a	SV1013a_006	East	East	East
SV1013a	SV1013a_007	East	East	East
SV1013a	SV1013a_008	East	East	East
SV1013a	SV1013a_009	East	East	East
SV1013a	SV1013a_010	East	East	East
SV1013a	SV1013a_011	East	East	East
SV1013a	SV1013a_012	East	East	East
SV1013a	SV1013a_015	East	East	East
SV1013a	SV1013a_016	East	East	East
SV1013a	SV1013a_018	East	East	East
SV1013a	SV1013a_026	East	East	East
SV1013a	SV1013a_027	East	East	East
SV1013a	SV1013a_028	East	East	East
SV1013a	SV1013a_029	East	East	East
SV1013a	SV1013a_031	East	East	East
SV1013a	SV1013a_032	East	East	East
SV1013a	SV1013a_033	East	East	East
SV1013a	SV1013a_035	East	East	East
SV1013a	SV1013a_036	East	East	East
SV1013a	SV1013a_037	East	East	East
SV1013a	SV1013a_038	East	East	East
SV1013a	SV1013a_039	East	East	East
SV1013a	SV1013a_044	East	East	East
SV1013a	SV1013a_046	East	East	East
SV1013a	SV1013a_049	East	East	East
SV1013a	SV1013a_053	East	East	East
SV1013a	SV1013a_054	East	East	East
SV1013a	SV1013a_056	East	East	East
SV1013a	SV1013a_057	East	East	East
SV1013a	SV1013a_058	East	East	East
TOC0423	TOC0423_001s	TOC	CT	CT_spat
TOC0423	TOC0423_002s	TOC	CT	CT_spat
TOC0423	TOC0423_003s	TOC	CT	CT_spat
TOC0423	TOC0423_004s	TOC	CT	CT_spat
TOC0423	TOC0423_005s	TOC	CT	CT_spat
TOC0423	TOC0423_006s	TOC	CT	CT_spat
TOC0423	TOC0423_007s	TOC	CT	CT_spat
TOC0423	TOC0423_008s	TOC	CT	CT_spat
TOC0423	TOC0423_009s	TOC	CT	CT_spat
TOC0423	TOC0423_010s	TOC	CT	CT_spat
TOC0423	TOC0423_011s	TOC	CT	CT_spat
TOC0423	TOC0423_012s	TOC	CT	CT_spat
TOC0423	TOC0423_013s	TOC	CT	CT_spat
TOC0423	TOC0423_014s	TOC	CT	CT_spat
TOC0423	TOC0423_015s	TOC	CT	CT_spat
TOC0423	TOC0423_016s	TOC	CT	CT_spat
TOC0423	TOC0423_017s	TOC	CT	CT_spat
TOC0423	TOC0423_018s	TOC	CT	CT_spat
TOC0423	TOC0423_019s	TOC	CT	CT_spat
TOC0423	TOC0423_020s	TOC	CT	CT_spat
TOC0423	TOC0423_021s	TOC	CT	CT_spat
TOC0423	TOC0423_022s	TOC	CT	CT_spat
TOC0423	TOC0423_023s	TOC	CT	CT_spat
TOC0423	TOC0423_024s	TOC	CT	CT_spat
TOC0423	TOC0423_025s	TOC	CT	CT_spat
TOC0423	TOC0423_026s	TOC	CT	CT_spat
TOC0423	TOC0423_027s	TOC	CT	CT_spat
TOC0423	TOC0423_028s	TOC	CT	CT_spat
TOC0423	TOC0423_029s	TOC	CT	CT_spat
TOC0423	TOC0423_030s	TOC	CT	CT_spat
TOC0423	TOC0423_031s	TOC	CT	CT_spat
TOC0423	TOC0423_032s	TOC	CT	CT_spat
TOC0423	TOC0423_033s	TOC	CT	CT_spat
TOC0423	TOC0423_034s	TOC	CT	CT_spat
TOC0423	TOC0423_035s	TOC	CT	CT_spat
TOC0423	TOC0423_036s	TOC	CT	CT_spat
TOC0423	TOC0423_037s	TOC	CT	CT_spat
TOC0423	TOC0423_038s	TOC	CT	CT_spat
TOC0423	TOC0423_039s	TOC	CT	CT_spat
TOC0423	TOC0423_040s	TOC	CT	CT_spat
TOC0423	TOC0423_041s	TOC	CT	CT_spat
TOC0423	TOC0423_042s	TOC	CT	CT_spat
TOC0423	TOC0423_043s	TOC	CT	CT_spat
TOC0423	TOC0423_044s	TOC	CT	CT_spat
TOC0423	TOC0423_045s	TOC	CT	CT_spat
TOC0423	TOC0423_046s	TOC	CT	CT_spat
TOC0423	TOC0423_047s	TOC	CT	CT_spat
TOC0423	TOC0423_048s	TOC	CT	CT_spat
TOC0423	TOC0423_049s	TOC	CT	CT_spat
TOC0423	TOC0423_050s	TOC	CT	CT_spat
TOC0423	TOC0423_051s	TOC	CT	CT_spat
TOC0423	TOC0423_052s	TOC	CT	CT_spat
LIW2	LIW2-4	LIW2	CT	CT_adult
LIW2	LIW2-12	LIW2	CT	CT_adult
LIW2	LIW2-20	LIW2	CT	CT_adult
LIW2	LIW2-28	LIW2	CT	CT_adult
LIW1	LIW1-5	LIW1	CT	CT_adult
LIW1	LIW1-13	LIW1	CT	CT_adult
LIW1	LIW1-21	LIW1	CT	CT_adult
LIW1	LIW1-29	LIW1	CT	CT_adult
LIW2	LIW2-5	LIW2	CT	CT_adult
LIW2	LIW2-34	LIW2	CT	CT_adult
LIW2	LIW2-21	LIW2	CT	CT_adult
LIW2	LIW2-29	LIW2	CT	CT_adult
LIW1	LIW1-6	LIW1	CT	CT_adult
LIW1	LIW1-14	LIW1	CT	CT_adult
LIW1	LIW1-22	LIW1	CT	CT_adult
LIW1	LIW1-30	LIW1	CT	CT_adult
LIW2	LIW2-6	LIW2	CT	CT_adult
LIW2	LIW2-14	LIW2	CT	CT_adult
LIW2	LIW2-22	LIW2	CT	CT_adult
LIW2	LIW2-30	LIW2	CT	CT_adult
LIW1	LIW1-7	LIW1	CT	CT_adult
LIW1	LIW1-15	LIW1	CT	CT_adult
LIW1	LIW1-23	LIW1	CT	CT_adult
LIW1	LIW1-31	LIW1	CT	CT_adult
LIW2	LIW2-7	LIW2	CT	CT_adult
LIW2	LIW2-15	LIW2	CT	CT_adult
LIW2	LIW2-23	LIW2	CT	CT_adult
LIW1	LIW1-8	LIW1	CT	CT_adult
LIW1	LIW1-16	LIW1	CT	CT_adult
LIW2	LIW2-8	LIW2	CT	CT_adult
LIW2	LIW2-16	LIW2	CT	CT_adult
LIW2	LIW2-24	LIW2	CT	CT_adult
LIW2	LIW2-32	LIW2	CT	CT_adult
LIW1	LIW1-47	LIW1	CT	CT_adult
UMFS	UMFS-1	AQ_4	AQ_4	AQ_4
UMFS	UMFS-19	AQ_4	AQ_4	AQ_4
UMFS	UMFS-31	AQ_4	AQ_4	AQ_4
UMFS	UMFS-2	AQ_4	AQ_4	AQ_4
UMFS	UMFS-10	AQ_4	AQ_4	AQ_4
UMFS	UMFS-20	AQ_4	AQ_4	AQ_4
UMFS	UMFS-32	AQ_4	AQ_4	AQ_4
UMFS	UMFS-3	AQ_4	AQ_4	AQ_4
UMFS	UMFS-11	AQ_4	AQ_4	AQ_4
UMFS	UMFS-21	AQ_4	AQ_4	AQ_4
UMFS	UMFS-33	AQ_4	AQ_4	AQ_4
UMFS	UMFS-4	AQ_4	AQ_4	AQ_4
UMFS	UMFS-22	AQ_4	AQ_4	AQ_4
UMFS	UMFS-34	AQ_4	AQ_4	AQ_4
UMFS	UMFS-5	AQ_4	AQ_4	AQ_4
UMFS	UMFS-13	AQ_4	AQ_4	AQ_4
UMFS	UMFS-23	AQ_4	AQ_4	AQ_4
UMFS	UMFS-35	AQ_4	AQ_4	AQ_4
UMFS	UMFS-6	AQ_4	AQ_4	AQ_4
UMFS	UMFS-14	AQ_4	AQ_4	AQ_4
UMFS	UMFS-24	AQ_4	AQ_4	AQ_4
UMFS	UMFS-36	AQ_4	AQ_4	AQ_4
UMFS	UMFS-7	AQ_4	AQ_4	AQ_4
UMFS	UMFS-15	AQ_4	AQ_4	AQ_4
UMFS	UMFS-25	AQ_4	AQ_4	AQ_4
UMFS	UMFS-37	AQ_4	AQ_4	AQ_4
UMFS	UMFS-8	AQ_4	AQ_4	AQ_4
UMFS	UMFS-16	AQ_4	AQ_4	AQ_4
UMFS	UMFS-26	AQ_4	AQ_4	AQ_4
UMFS	UMFS-38	AQ_4	AQ_4	AQ_4
NEH1	NEH1-2	AQ_3	AQ_3	AQ_3
NEH1	NEH1-11	AQ_3	AQ_3	AQ_3
NEH1	NEH1-20	AQ_3	AQ_3	AQ_3
NEH1	NEH1-29	AQ_3	AQ_3	AQ_3
NEH2	NEH2-2	AQ_3	AQ_3	AQ_3
NEH2	NEH2-10	AQ_3	AQ_3	AQ_3
NEH2	NEH2-18	AQ_3	AQ_3	AQ_3
NEH2	NEH2-26	AQ_3	AQ_3	AQ_3
NEH1	NEH1-3	AQ_3	AQ_3	AQ_3
NEH1	NEH1-12	AQ_3	AQ_3	AQ_3
NEH1	NEH1-21	AQ_3	AQ_3	AQ_3
NEH1	NEH1-30	AQ_3	AQ_3	AQ_3
NEH2	NEH2-3	AQ_3	AQ_3	AQ_3
NEH2	NEH2-11	AQ_3	AQ_3	AQ_3
NEH2	NEH2-19	AQ_3	AQ_3	AQ_3
NEH2	NEH2-27	AQ_3	AQ_3	AQ_3
NEH1	NEH1-4	AQ_3	AQ_3	AQ_3
NEH1	NEH1-13	AQ_3	AQ_3	AQ_3
NEH1	NEH1-22	AQ_3	AQ_3	AQ_3
NEH1	NEH1-31	AQ_3	AQ_3	AQ_3
NEH2	NEH2-4	AQ_3	AQ_3	AQ_3
NEH2	NEH2-12	AQ_3	AQ_3	AQ_3
NEH2	NEH2-20	AQ_3	AQ_3	AQ_3
NEH2	NEH2-28	AQ_3	AQ_3	AQ_3
NEH1	NEH1-5	AQ_3	AQ_3	AQ_3
NEH1	NEH1-14	AQ_3	AQ_3	AQ_3
NEH1	NEH1-23	AQ_3	AQ_3	AQ_3
NEH1	NEH1-32	AQ_3	AQ_3	AQ_3
NEH2	NEH2-5	AQ_3	AQ_3	AQ_3
NEH2	NEH2-13	AQ_3	AQ_3	AQ_3
NEH2	NEH2-22	AQ_3	AQ_3	AQ_3
NEH2	NEH2-29	AQ_3	AQ_3	AQ_3
NEH1	NEH1-6	AQ_3	AQ_3	AQ_3
NEH1	NEH1-15	AQ_3	AQ_3	AQ_3
NEH1	NEH1-24	AQ_3	AQ_3	AQ_3
NEH1	NEH1-33	AQ_3	AQ_3	AQ_3
NEH2	NEH2-6	AQ_3	AQ_3	AQ_3
NEH2	NEH2-14	AQ_3	AQ_3	AQ_3
NEH2	NEH2-21	AQ_3	AQ_3	AQ_3
NEH2	NEH2-30	AQ_3	AQ_3	AQ_3
NEH1	NEH1-7	AQ_3	AQ_3	AQ_3
NEH1	NEH1-16	AQ_3	AQ_3	AQ_3
NEH1	NEH1-25	AQ_3	AQ_3	AQ_3
NEH1	NEH1-34	AQ_3	AQ_3	AQ_3
NEH2	NEH2-7	AQ_3	AQ_3	AQ_3
NEH2	NEH2-15	AQ_3	AQ_3	AQ_3
NEH2	NEH2-23	AQ_3	AQ_3	AQ_3
NEH2	NEH2-31	AQ_3	AQ_3	AQ_3
NEH1	NEH1-8	AQ_3	AQ_3	AQ_3
NEH1	NEH1-17	AQ_3	AQ_3	AQ_3
NEH1	NEH1-26	AQ_3	AQ_3	AQ_3
NEH1	NEH1-35	AQ_3	AQ_3	AQ_3
NEH2	NEH2-8	AQ_3	AQ_3	AQ_3
NEH2	NEH2-16	AQ_3	AQ_3	AQ_3
NEH2	NEH2-24	AQ_3	AQ_3	AQ_3
NEH2	NEH2-32	AQ_3	AQ_3	AQ_3
NEH1	NEH1-1	AQ_3	AQ_3	AQ_3
NEH1	NEH1-10	AQ_3	AQ_3	AQ_3
NEH1	NEH1-19	AQ_3	AQ_3	AQ_3
NEH1	NEH1-28	AQ_3	AQ_3	AQ_3
NEH2	NEH2-1	AQ_3	AQ_3	AQ_3
NEH2	NEH2-9	AQ_3	AQ_3	AQ_3
NEH2	NEH2-17	AQ_3	AQ_3	AQ_3
NEH2	NEH2-25	AQ_3	AQ_3	AQ_3
LIW1	LIW1-1	LIW1	CT	CT_adult
LIW1	LIW1-9	LIW1	CT	CT_adult
LIW1	LIW1-17	LIW1	CT	CT_adult
LIW1	LIW1-25	LIW1	CT	CT_adult
LIW2	LIW2-9	LIW2	CT	CT_adult
LIW2	LIW2-17	LIW2	CT	CT_adult
LIW2	LIW2-25	LIW2	CT	CT_adult
LIW1	LIW1-2	LIW1	CT	CT_adult
LIW1	LIW1-10	LIW1	CT	CT_adult
LIW1	LIW1-18	LIW1	CT	CT_adult
LIW1	LIW1-26	LIW1	CT	CT_adult
LIW2	LIW2-2	LIW2	CT	CT_adult
LIW2	LIW2-10	LIW2	CT	CT_adult
LIW2	LIW2-18	LIW2	CT	CT_adult
LIW2	LIW2-26	LIW2	CT	CT_adult
LIW1	LIW1-3	LIW1	CT	CT_adult
LIW1	LIW1-11	LIW1	CT	CT_adult
LIW1	LIW1-19	LIW1	CT	CT_adult
LIW1	LIW1-27	LIW1	CT	CT_adult
LIW2	LIW2-3	LIW2	CT	CT_adult
LIW2	LIW2-11	LIW2	CT	CT_adult
LIW2	LIW2-19	LIW2	CT	CT_adult
LIW2	LIW2-27	LIW2	CT	CT_adult
LIW1	LIW1-4	LIW1	CT	CT_adult
LIW1	LIW1-12	LIW1	CT	CT_adult
LIW1	LIW1-20	LIW1	CT	CT_adult
LIW1	LIW1-28	LIW1	CT	CT_adult
ASC0423	ASC0423_001s	ASC	CT	CT_spat
ASC0423	ASC0423_002s	ASC	CT	CT_spat
ASC0423	ASC0423_003s	ASC	CT	CT_spat
ASC0423	ASC0423_004s	ASC	CT	CT_spat
ASC0423	ASC0423_005s	ASC	CT	CT_spat
ASC0423	ASC0423_006s	ASC	CT	CT_spat
ASC0423	ASC0423_007s	ASC	CT	CT_spat
ASC0423	ASC0423_008s	ASC	CT	CT_spat
ASC0423	ASC0423_009s	ASC	CT	CT_spat
ASC0423	ASC0423_010s	ASC	CT	CT_spat
ASC0423	ASC0423_011s	ASC	CT	CT_spat
ASC0423	ASC0423_012s	ASC	CT	CT_spat
ASC0423	ASC0423_013s	ASC	CT	CT_spat
ASC0423	ASC0423_014s	ASC	CT	CT_spat
ASC0423	ASC0423_015s	ASC	CT	CT_spat
ASC0423	ASC0423_016s	ASC	CT	CT_spat
ASC0423	ASC0423_017s	ASC	CT	CT_spat
ASC0423	ASC0423_018s	ASC	CT	CT_spat
ASC0423	ASC0423_019s	ASC	CT	CT_spat
ASC0423	ASC0423_020s	ASC	CT	CT_spat
ASC0423	ASC0423_021s	ASC	CT	CT_spat
ASC0423	ASC0423_022s	ASC	CT	CT_spat
ASC0423	ASC0423_023s	ASC	CT	CT_spat
ASC0423	ASC0423_024s	ASC	CT	CT_spat
ASC0423	ASC0423_025s	ASC	CT	CT_spat
ASC0423	ASC0423_026s	ASC	CT	CT_spat
ASC0423	ASC0423_027s	ASC	CT	CT_spat
ASC0423	ASC0423_028s	ASC	CT	CT_spat
ASC0423	ASC0423_029s	ASC	CT	CT_spat
ASC0423	ASC0423_030s	ASC	CT	CT_spat
ASC0423	ASC0423_031s	ASC	CT	CT_spat
ASC0423	ASC0423_032s	ASC	CT	CT_spat
ASC0423	ASC0423_033s	ASC	CT	CT_spat
ASC0423	ASC0423_034s	ASC	CT	CT_spat
ASC0423	ASC0423_035s	ASC	CT	CT_spat
ASC0423	ASC0423_036s	ASC	CT	CT_spat
ASC0423	ASC0423_037s	ASC	CT	CT_spat
ASC0423	ASC0423_038s	ASC	CT	CT_spat
ASC0423	ASC0423_039s	ASC	CT	CT_spat
ASC0423	ASC0423_040s	ASC	CT	CT_spat
ASC0423	ASC0423_041s	ASC	CT	CT_spat
ASC0423	ASC0423_042s	ASC	CT	CT_spat
ASC0423	ASC0423_043s	ASC	CT	CT_spat
ASC0423	ASC0423_044s	ASC	CT	CT_spat
ASC0423	ASC0423_045s	ASC	CT	CT_spat
ASC0423	ASC0423_046s	ASC	CT	CT_spat
ASC0423	ASC0423_047s	ASC	CT	CT_spat
ASC0423	ASC0423_048s	ASC	CT	CT_spat
ASC0423	ASC0423_049s	ASC	CT	CT_spat
ASC0423	ASC0423_050s	ASC	CT	CT_spat
EHF0523	EHF0523_001s	EHF	CT	CT_spat
EHF0523	EHF0523_002s	EHF	CT	CT_spat
EHF0523	EHF0523_003s	EHF	CT	CT_spat
EHF0523	EHF0523_004s	EHF	CT	CT_spat
EHF0523	EHF0523_005s	EHF	CT	CT_spat
EHF0523	EHF0523_006s	EHF	CT	CT_spat
EHF0523	EHF0523_007s	EHF	CT	CT_spat
EHF0523	EHF0523_008s	EHF	CT	CT_spat
EHF0523	EHF0523_009s	EHF	CT	CT_spat
EHF0523	EHF0523_010s	EHF	CT	CT_spat
EHF0523	EHF0523_011s	EHF	CT	CT_spat
EHF0523	EHF0523_012s	EHF	CT	CT_spat
EHF0523	EHF0523_013s	EHF	CT	CT_spat
EHF0523	EHF0523_014s	EHF	CT	CT_spat
EHF0523	EHF0523_015s	EHF	CT	CT_spat
EHF0523	EHF0523_016s	EHF	CT	CT_spat
EHF0523	EHF0523_017s	EHF	CT	CT_spat
EHF0523	EHF0523_018s	EHF	CT	CT_spat
EHF0523	EHF0523_019s	EHF	CT	CT_spat
EHF0523	EHF0523_020s	EHF	CT	CT_spat
EHF0523	EHF0523_021s	EHF	CT	CT_spat
EHF0523	EHF0523_022s	EHF	CT	CT_spat
EHF0523	EHF0523_023s	EHF	CT	CT_spat
EHF0523	EHF0523_024s	EHF	CT	CT_spat
EHF0523	EHF0523_025s	EHF	CT	CT_spat
EHF0523	EHF0523_026s	EHF	CT	CT_spat
EHF0523	EHF0523_027s	EHF	CT	CT_spat
EHF0523	EHF0523_028s	EHF	CT	CT_spat
EHF0523	EHF0523_029s	EHF	CT	CT_spat
EHF0523	EHF0523_030s	EHF	CT	CT_spat
EHF0523	EHF0523_031s	EHF	CT	CT_spat
EHF0523	EHF0523_032s	EHF	CT	CT_spat
EHF0523	EHF0523_033s	EHF	CT	CT_spat
EHF0523	EHF0523_034s	EHF	CT	CT_spat
EHF0523	EHF0523_035s	EHF	CT	CT_spat
EHF0523	EHF0523_036s	EHF	CT	CT_spat
EHF0523	EHF0523_037s	EHF	CT	CT_spat
EHF0523	EHF0523_038s	EHF	CT	CT_spat
EHF0523	EHF0523_039s	EHF	CT	CT_spat
